Test,CWFS-9099,230002,CF.[User Settings][Notification Settings] Email Notification settings. Add More button logic. Adding of new text area,sivenkovdn,sivenkovdn,Trivial,Open,,16/Feb/18 4:33 PM,13/Aug/21 1:31 PM,
Test,CWFS-11171,271744,CF [User Settings][Notification Settings] Survey Reminder is NOT sent if 30 days are not past after the previous survey,sivenkovdn,sivenkovdn,Trivial,Open,,26/Sep/18 12:47 PM,13/Aug/21 1:29 PM,
Test,CWFS-11172,271745,CF [User Settings][Notification Settings] Survey Reminder is NOT sent once more if 15 days are NOT past from previous survey reminder,sivenkovdn,sivenkovdn,Trivial,Open,,26/Sep/18 12:49 PM,13/Aug/21 1:29 PM,
Test,CWFS-11173,271747,CF [User Settings][Notification Settings] Survey Reminder is NOT sent if business was created less than 30 days ago,sivenkovdn,sivenkovdn,Trivial,Open,,26/Sep/18 12:53 PM,13/Aug/21 1:29 PM,
Test,CWFS-11792,285616,CF [User Settings][Notification Settings] Notification settings. Phone field: Mask is present,sivenkovdn,sivenkovdn,Trivial,Open,,09/Jan/19 11:25 AM,13/Aug/21 1:22 PM,
Test,CWFS-11875,288043,CF.[User Settings][Notification Settings] SMS Notification settings. Add More button logic. Adding of new text area,sivenkovdn,sivenkovdn,Trivial,Open,,25/Jan/19 2:59 PM,13/Aug/21 1:20 PM,
Test,CWFS-14987,395150,[Social Media][Post draft] Check user cannot save draft with schedule in the past ,zlenkoaa,zlenkoaa,Trivial,Open,,18/May/21 12:36 PM,18/May/21 12:36 PM,
Test,CWFS-10088,248828,CF [Review Tracker][Review Tool Stats tab] Review Tool settings. Frequency of sending. Additional settings popup: empty field validation,sivenkovdn,prochuhanovid,Trivial,Open,,15/May/18 2:46 PM,18/May/21 10:55 AM,
Test,CWFS-10052,247476,CF [Review Tracker][Review Tool Stats tab] Review Tool settings. Frequency of sending. Sending confirmation popup: info message (both checkboxes are unchecked),sivenkovdn,prochuhanovid,Trivial,Open,,09/May/18 4:06 PM,18/May/21 10:55 AM,
Test,CWFS-10049,247451,CF [Review Tracker][Review Tool Stats tab] Review Tool settings. Frequency of sending. Sending confirmation popup: cancel sending,sivenkovdn,prochuhanovid,Trivial,Open,,09/May/18 1:06 PM,18/May/21 10:54 AM,
Test,CWFS-10048,247450,CF [Review Tracker][Review Tool Stats tab] Review Tool settings. Frequency of sending. Additional settings: default state,sivenkovdn,prochuhanovid,Trivial,Open,,09/May/18 1:05 PM,18/May/21 10:54 AM,
Test,CWFS-7523,188083,CF [Review Tracker][Recent Reviews] Google review. Reply with Max chars,sivenkovdn,yurutsev,Trivial,Open,,31/Aug/17 2:39 PM,18/May/21 10:53 AM,
Test,CWFS-14843,383621,Test [Reputation][Review Requests] Check expiration date is currentDate+90 days when generating key ,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:39 PM,28/Jan/21 12:39 PM,
Test,CWFS-14842,383619,Test [Reputation][Review Requests] System displays full API key when clicking on 'Show API Key' icon,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:38 PM,28/Jan/21 12:38 PM,
Test,CWFS-14836,383609,Test [Reputation][Review Requests] Try to send request to invalid phone number ,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:30 PM,28/Jan/21 12:30 PM,
Test,CWFS-14834,383607,Test [Reputation][Review Requests] Try to send request when Review Tool is not configured in business ,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:28 PM,28/Jan/21 12:28 PM,
Test,CWFS-14833,383606,Test [Reputation][Review Requests] Try to send request when SendGrid account is not set for a business ,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:28 PM,28/Jan/21 12:28 PM,
Test,CWFS-14832,383605,Test [Reputation][Review Requests] Send request to unsubscribed email,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:27 PM,28/Jan/21 12:27 PM,
Test,CWFS-14828,383599,Test [Reputation][Review Requests] Send request without phone value ,zlenkoaa,zlenkoaa,Trivial,Open,,28/Jan/21 12:25 PM,28/Jan/21 12:25 PM,
Test,CWFS-9316,231031,CF. [Social Media][Message Inbox][Facebook Messages] Chat. Message with Max+ (640+) chars,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:04 PM,12/Jan/21 1:21 PM,
Test,CWFS-9312,231027,CF. [Social Media][Message Inbox][Facebook Messages] Inbox & Chat. Displaying of Long message w/o spaces,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:04 PM,12/Jan/21 1:21 PM,
Test,CWFS-9269,230984,CF. [Social Media][Message Inbox][Facebook Messages] Inbox. Message preview for text with 140 chars,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:03 PM,12/Jan/21 1:20 PM,
Test,CWFS-9297,231012,CF. [Social Media][Message Inbox][Facebook Messages] Chat. Message with Max (640) chars,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:04 PM,12/Jan/21 1:19 PM,
Test,CWFS-7751,189945,CF [Evaluate Page][Free Scanner] (xxx) xxx-xxxx mask is applied for Business Phone,sivenkovdn,sivenkovdn,Trivial,Open,,12/Sep/17 1:17 PM,12/Jan/21 1:08 PM,
Test,CWFS-7750,189941,CF [Evaluate Page][Free Scanner] (xxx) xxx-xxxx mask is applied for Cell Phone,sivenkovdn,sivenkovdn,Trivial,Open,,12/Sep/17 1:12 PM,12/Jan/21 1:08 PM,
Test,CWFS-7478,187593,CF [Evaluate Page][Free Scanner] Zip field validation: Min lenght,sivenkovdn,sivenkovdn,Trivial,Open,,29/Aug/17 4:15 PM,12/Jan/21 1:03 PM,
Test,CWFS-7492,187693,CF [Evaluate Page][Free Scanner] Business Name field validation: Max lenght,sivenkovdn,sivenkovdn,Trivial,Open,,29/Aug/17 7:35 PM,12/Jan/21 1:03 PM,
Test,CWFS-9264,230979,CF. [Social Media][Message Inbox][Facebook Messages] Inbox. Reply on incoming from FB user message,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:03 PM,12/Jan/21 12:17 PM,
Test,CWFS-13564,330958,CF [Admin Panel][Social Media Accounts] Search by business name,sivenkovdn,sivenkovdn,Trivial,Open,,18/Dec/19 5:13 PM,12/Jan/21 11:24 AM,
Test,CWFS-8431,206740, CF [Review Tracker][Review Tool Stats tab] Email Template setting. Promo photo Image validation,sivenkovdn,prochuhanovid,Trivial,Open,,08/Nov/17 1:45 PM,12/Jan/21 11:24 AM,
Test,CWFS-7621,188770,CF [Admin Panel][Add a Business] 2nd step. Business Photos: Captions text field validation. Max+ [200+] chars,sivenkovdn,yurutsev,Trivial,Open,,04/Sep/17 9:28 PM,12/Jan/21 11:24 AM,
Test,CWFS-11114,270699,CF [User Settings][My Sent Survey] Search by Email,sivenkovdn,sivenkovdn,Trivial,Open,,18/Sep/18 3:03 PM,12/Jan/21 11:24 AM,
Test,CWFS-11362,276634,CF [User Settings][My Sent Survey] Resend popup: Close popup,sivenkovdn,sivenkovdn,Trivial,Open,,25/Oct/18 12:45 PM,12/Jan/21 11:24 AM,
Test,CWFS-9179,230894,CF. [Social Media][Analytics] Pop-up with FB pages. All elements are present,sivenkovdn,yurutsev,Trivial,Open,,20/Feb/18 7:03 PM,12/Jan/21 11:24 AM,
Test,CWFS-13608,333493,CF [User Settings][Response Templates] Settings. Email address validation,sivenkovdn,yurutsev,Trivial,Open,,13/Jan/20 1:07 PM,12/Jan/21 11:24 AM,
Test,CWFS-13670,337472,CF [Reputation][Review Requests] Resend popup. It is displayed information only about active contacts,sivenkovdn,prochuhanovid,Trivial,Open,,10/Feb/20 6:01 PM,12/Jan/21 11:24 AM,
Test,CWFS-13675,337479,CF [Reputation][Review Requests] Opt-out popup. Close popup,sivenkovdn,prochuhanovid,Trivial,Open,,10/Feb/20 6:12 PM,12/Jan/21 11:24 AM,
Test,CWFS-11129,270735,CF [User Settings][My Sent Surveys] Sorting by Phone Number ASC/DESC,sivenkovdn,sivenkovdn,Trivial,Open,,18/Sep/18 3:32 PM,12/Jan/21 11:24 AM,
Test,CWFS-7328,184129,CF [Admin Panel][Removed Negatives][Negative Reviews] Default pagination,yurutsev,yurutsev,Trivial,Open,,15/Aug/17 3:36 PM,12/Jan/21 11:24 AM,
Test,CWFS-12223,293358,CF [Admin Panel][Users] Switch users: Email. Max amount of symbols,sivenkovdn,sivenkovdn,Trivial,Open,,01/Mar/19 5:41 PM,12/Jan/21 11:24 AM,
